clf_name,out_rate,R_out_count,P_out_count,P_nor_count,AUC,AP,#VALUE!
Isolation Forest,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
Isolation Forest,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
Isolation Forest,0.001,6,0,6000,0.5,0.999,0
Isolation Forest,0.001,6,6,5994,0.499499499,0.998999,1
Isolation Forest,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
Isolation Forest,0.001,6,6,5994,0.499499499,0.998999,1
Isolation Forest,0.001,6,6,5994,0.499499499,0.998999,1
Isolation Forest,0.001,6,6,5994,0.499499499,0.998999,1
Isolation Forest,0.001,6,6,5994,0.499499499,0.998999,1
Isolation Forest,0.001,6,6,5994,0.499499499,0.998999,1
Isolation Forest,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
Isolation Forest,0.001,6,6,5994,0.499499499,0.998999,1
Isolation Forest,0.001,6,6,5994,0.499499499,0.998999,1
Isolation Forest,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
Isolation Forest,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
Isolation Forest,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
Isolation Forest,0.001,6,3,5997,0.49974975,0.9989995,0.5
Isolation Forest,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
Isolation Forest,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
Isolation Forest,0.001,6,3,5997,0.49974975,0.9989995,0.5
Isolation Forest,0.001,6,6,5994,0.499499499,0.998999,1
Isolation Forest,0.001,6,6,5994,0.499499499,0.998999,1
Isolation Forest,0.001,6,3,5997,0.49974975,0.9989995,0.5
Isolation Forest,0.001,6,6,5994,0.499499499,0.998999,1
Isolation Forest,0.001,6,0,6000,0.5,0.999,0
Isolation Forest,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
Isolation Forest,0.001,6,3,5997,0.49974975,0.9989995,0.5
Isolation Forest,0.001,6,3,5997,0.49974975,0.9989995,0.5
Isolation Forest,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
Isolation Forest,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
Isolation Forest,0.001,6,0,6000,0.5,0.999,0
Isolation Forest,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
Isolation Forest,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
Isolation Forest,0.001,6,3,5997,0.49974975,0.9989995,0.5
Isolation Forest,0.001,6,6,5994,0.499499499,0.998999,1
Isolation Forest,0.001,6,0,6000,0.5,0.999,0
Isolation Forest,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
Isolation Forest,0.001,6,6,5994,0.499499499,0.998999,1
Isolation Forest,0.001,6,3,5997,0.49974975,0.9989995,0.5
Isolation Forest,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
Isolation Forest,0.001,6,6,5994,0.499499499,0.998999,1
Isolation Forest,0.001,6,6,5994,0.499499499,0.998999,1
Isolation Forest,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
Isolation Forest,0.001,6,0,6000,0.5,0.999,0
Isolation Forest,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
Isolation Forest,0.001,6,6,5994,0.499499499,0.998999,1
Isolation Forest,0.001,6,3,5997,0.49974975,0.9989995,0.5
Isolation Forest,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
Isolation Forest,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
Isolation Forest,0.001,6,0,6000,0.5,0.999,0
